PassengerId,Transported
0.0,True
1.0,True
2.0,True
3.0,True
4.0,True
5.0,True
6.0,True
7.0,True
8.0,True
9.0,True
10.0,True
11.0,True
12.0,True
13.0,True
14.0,True
15.0,True
16.0,True
17.0,True
18.0,True
19.0,True
20.0,True
21.0,True
22.0,True
23.0,True
24.0,True
25.0,True
26.0,True
27.0,True
28.0,True
29.0,True
30.0,True
31.0,True
32.0,True
33.0,True
34.0,True
35.0,True
36.0,True
37.0,True
38.0,True
39.0,True
40.0,True
41.0,True
42.0,True
43.0,True
44.0,True
45.0,True
46.0,True
47.0,True
48.0,True
49.0,True
50.0,True
51.0,True
52.0,True
53.0,True
54.0,True
55.0,True
56.0,True
57.0,True
58.0,True
59.0,True
60.0,True
61.0,True
62.0,True
63.0,True
64.0,True
65.0,True
66.0,True
67.0,True
68.0,True
69.0,True
70.0,True
71.0,True
72.0,True
73.0,True
74.0,True
75.0,True
76.0,True
77.0,True
78.0,True
79.0,True
80.0,True
81.0,True
82.0,True
83.0,True
84.0,True
85.0,True
86.0,True
87.0,True
88.0,True
89.0,True
90.0,True
91.0,True
92.0,True
93.0,True
94.0,True
95.0,True
96.0,True
97.0,True
98.0,True
99.0,True
100.0,True
101.0,True
102.0,True
103.0,True
104.0,True
105.0,True
106.0,True
107.0,True
108.0,True
109.0,True
110.0,True
111.0,True
112.0,True
113.0,True
114.0,True
115.0,True
116.0,True
117.0,True
118.0,True
119.0,True
120.0,True
121.0,True
122.0,True
123.0,True
124.0,True
125.0,True
126.0,True
127.0,True
128.0,True
129.0,True
130.0,True
131.0,True
132.0,True
133.0,True
134.0,True
135.0,True
136.0,True
137.0,True
138.0,True
139.0,True
140.0,True
141.0,True
142.0,True
143.0,True
144.0,True
145.0,True
146.0,True
147.0,True
148.0,True
149.0,True
150.0,True
151.0,True
152.0,True
153.0,True
154.0,True
155.0,True
156.0,True
157.0,True
158.0,True
159.0,True
160.0,True
161.0,True
162.0,True
163.0,True
164.0,True
165.0,True
166.0,True
167.0,True
168.0,True
169.0,True
170.0,True
171.0,True
172.0,True
173.0,True
174.0,True
175.0,True
176.0,True
177.0,True
178.0,True
179.0,True
180.0,True
181.0,True
182.0,True
183.0,True
184.0,True
185.0,True
186.0,True
187.0,True
188.0,True
189.0,True
190.0,True
191.0,True
192.0,True
193.0,True
194.0,True
195.0,True
196.0,True
197.0,True
198.0,True
199.0,True
200.0,True
201.0,True
202.0,True
203.0,True
204.0,True
205.0,True
206.0,True
207.0,True
208.0,True
209.0,True
210.0,True
211.0,True
212.0,True
213.0,True
214.0,True
215.0,True
216.0,True
217.0,True
218.0,True
219.0,True
220.0,True
221.0,True
222.0,True
223.0,True
224.0,True
225.0,True
226.0,True
227.0,True
228.0,True
229.0,True
230.0,True
231.0,True
232.0,True
233.0,True
234.0,True
235.0,True
236.0,True
237.0,True
238.0,True
239.0,True
240.0,True
241.0,True
242.0,True
243.0,True
244.0,True
245.0,True
246.0,True
247.0,True
248.0,True
249.0,True
250.0,True
251.0,True
252.0,True
253.0,True
254.0,True
255.0,True
256.0,True
257.0,True
258.0,True
259.0,True
260.0,True
261.0,True
262.0,True
263.0,True
264.0,True
265.0,True
266.0,True
267.0,True
268.0,True
269.0,True
270.0,True
271.0,True
272.0,True
273.0,True
274.0,True
275.0,True
276.0,True
277.0,True
278.0,True
279.0,True
280.0,True
281.0,True
282.0,True
283.0,True
284.0,True
285.0,True
286.0,True
287.0,True
288.0,True
289.0,True
290.0,True
291.0,True
292.0,True
293.0,True
294.0,True
295.0,True
296.0,True
297.0,True
298.0,True
299.0,True
300.0,True
301.0,True
302.0,True
303.0,True
304.0,True
305.0,True
306.0,True
307.0,True
308.0,True
309.0,True
310.0,True
311.0,True
312.0,True
313.0,True
314.0,True
315.0,True
316.0,True
317.0,True
318.0,True
319.0,True
320.0,True
321.0,True
322.0,True
323.0,True
324.0,True
325.0,True
326.0,True
327.0,True
328.0,True
329.0,True
330.0,True
331.0,True
332.0,True
333.0,True
334.0,True
335.0,True
336.0,True
337.0,True
338.0,True
339.0,True
340.0,True
341.0,True
342.0,True
343.0,True
344.0,True
345.0,True
346.0,True
347.0,True
348.0,True
349.0,True
350.0,True
351.0,True
352.0,True
353.0,True
354.0,True
355.0,True
356.0,True
357.0,True
358.0,True
359.0,True
360.0,True
361.0,True
362.0,True
363.0,True
364.0,True
365.0,True
366.0,True
367.0,True
368.0,True
369.0,True
370.0,True
371.0,True
372.0,True
373.0,True
374.0,True
375.0,True
376.0,True
377.0,True
378.0,True
379.0,True
380.0,True
381.0,True
382.0,True
383.0,True
384.0,True
385.0,True
386.0,True
387.0,True
388.0,True
389.0,True
390.0,True
391.0,True
392.0,True
393.0,True
394.0,True
395.0,True
396.0,True
397.0,True
398.0,True
399.0,True
400.0,True
401.0,True
402.0,True
403.0,True
404.0,True
405.0,True
406.0,True
407.0,True
408.0,True
409.0,True
410.0,True
411.0,True
412.0,True
413.0,True
414.0,True
415.0,True
416.0,True
417.0,True
418.0,True
419.0,True
420.0,True
421.0,True
422.0,True
423.0,True
424.0,True
425.0,True
426.0,True
427.0,True
428.0,True
429.0,True
430.0,True
431.0,True
432.0,True
433.0,True
434.0,True
435.0,True
436.0,True
437.0,True
438.0,True
439.0,True
440.0,True
441.0,True
442.0,True
443.0,True
444.0,True
445.0,True
446.0,True
447.0,True
448.0,True
449.0,True
450.0,True
451.0,True
452.0,True
453.0,True
454.0,True
455.0,True
456.0,True
457.0,True
458.0,True
459.0,True
460.0,True
461.0,True
462.0,True
463.0,True
464.0,True
465.0,True
466.0,True
467.0,True
468.0,True
469.0,True
470.0,True
471.0,True
472.0,True
473.0,True
474.0,True
475.0,True
476.0,True
477.0,True
478.0,True
479.0,True
480.0,True
481.0,True
482.0,True
483.0,True
484.0,True
485.0,True
486.0,True
487.0,True
488.0,True
489.0,True
490.0,True
491.0,True
492.0,True
493.0,True
494.0,True
495.0,True
496.0,True
497.0,True
498.0,True
499.0,True
500.0,True
501.0,True
502.0,True
503.0,True
504.0,True
505.0,True
506.0,True
507.0,True
508.0,True
509.0,True
510.0,True
511.0,True
512.0,True
513.0,True
514.0,True
515.0,True
516.0,True
517.0,True
518.0,True
519.0,True
520.0,True
521.0,True
522.0,True
523.0,True
524.0,True
525.0,True
526.0,True
527.0,True
528.0,True
529.0,True
530.0,True
531.0,True
532.0,True
533.0,True
534.0,True
535.0,True
536.0,True
537.0,True
538.0,True
539.0,True
540.0,True
541.0,True
542.0,True
543.0,True
544.0,True
545.0,True
546.0,True
547.0,True
548.0,True
549.0,True
550.0,True
551.0,True
552.0,True
553.0,True
554.0,True
555.0,True
556.0,True
557.0,True
558.0,True
559.0,True
560.0,True
561.0,True
562.0,True
563.0,True
564.0,True
565.0,True
566.0,True
567.0,True
568.0,True
569.0,True
570.0,True
571.0,True
572.0,True
573.0,True
574.0,True
575.0,True
576.0,True
577.0,True
578.0,True
579.0,True
580.0,True
581.0,True
582.0,True
583.0,True
584.0,True
585.0,True
586.0,True
587.0,True
588.0,True
589.0,True
590.0,True
591.0,True
592.0,True
593.0,True
594.0,True
595.0,True
596.0,True
597.0,True
598.0,True
599.0,True
600.0,True
601.0,True
602.0,True
603.0,True
604.0,True
605.0,True
606.0,True
607.0,True
608.0,True
609.0,True
610.0,True
611.0,True
612.0,True
613.0,True
614.0,True
615.0,True
616.0,True
617.0,True
618.0,True
619.0,True
620.0,True
621.0,True
622.0,True
623.0,True
624.0,True
625.0,True
626.0,True
627.0,True
628.0,True
629.0,True
630.0,True
631.0,True
632.0,True
633.0,True
634.0,True
635.0,True
636.0,True
637.0,True
638.0,True
639.0,True
640.0,True
641.0,True
642.0,True
643.0,True
644.0,True
645.0,True
646.0,True
647.0,True
648.0,True
649.0,True
650.0,True
651.0,True
652.0,True
653.0,True
654.0,True
655.0,True
656.0,True
657.0,True
658.0,True
659.0,True
660.0,True
661.0,True
662.0,True
663.0,True
664.0,True
665.0,True
666.0,True
667.0,True
668.0,True
669.0,True
670.0,True
671.0,True
672.0,True
673.0,True
674.0,True
675.0,True
676.0,True
677.0,True
678.0,True
679.0,True
680.0,True
681.0,True
682.0,True
683.0,True
684.0,True
685.0,True
686.0,True
687.0,True
688.0,True
689.0,True
690.0,True
691.0,True
692.0,True
693.0,True
694.0,True
695.0,True
696.0,True
697.0,True
698.0,True
699.0,True
700.0,True
701.0,True
702.0,True
703.0,True
704.0,True
705.0,True
706.0,True
707.0,True
708.0,True
709.0,True
710.0,True
711.0,True
712.0,True
713.0,True
714.0,True
715.0,True
716.0,True
717.0,True
718.0,True
719.0,True
720.0,True
721.0,True
722.0,True
723.0,True
724.0,True
725.0,True
726.0,True
727.0,True
728.0,True
729.0,True
730.0,True
731.0,True
732.0,True
733.0,True
734.0,True
735.0,True
736.0,True
737.0,True
738.0,True
739.0,True
740.0,True
741.0,True
742.0,True
743.0,True
744.0,True
745.0,True
746.0,True
747.0,True
748.0,True
749.0,True
750.0,True
751.0,True
752.0,True
753.0,True
754.0,True
755.0,True
756.0,True
757.0,True
758.0,True
759.0,True
760.0,True
761.0,True
762.0,True
763.0,True
764.0,True
765.0,True
766.0,True
767.0,True
768.0,True
769.0,True
770.0,True
771.0,True
772.0,True
773.0,True
774.0,True
775.0,True
776.0,True
777.0,True
778.0,True
779.0,True
780.0,True
781.0,True
782.0,True
783.0,True
784.0,True
785.0,True
786.0,True
787.0,True
788.0,True
789.0,True
790.0,True
791.0,True
792.0,True
793.0,True
794.0,True
795.0,True
796.0,True
797.0,True
798.0,True
799.0,True
800.0,True
801.0,True
802.0,True
803.0,True
804.0,True
805.0,True
806.0,True
807.0,True
808.0,True
809.0,True
810.0,True
811.0,True
812.0,True
813.0,True
814.0,True
815.0,True
816.0,True
817.0,True
818.0,True
819.0,True
820.0,True
821.0,True
822.0,True
823.0,True
824.0,True
825.0,True
826.0,True
827.0,True
828.0,True
829.0,True
830.0,True
831.0,True
832.0,True
833.0,True
834.0,True
835.0,True
836.0,True
837.0,True
838.0,True
839.0,True
840.0,True
841.0,True
842.0,True
843.0,True
844.0,True
845.0,True
846.0,True
847.0,True
848.0,True
849.0,True
850.0,True
851.0,True
852.0,True
853.0,True
854.0,True
855.0,True
856.0,True
857.0,True
858.0,True
859.0,True
860.0,True
861.0,True
862.0,True
863.0,True
864.0,True
865.0,True
866.0,True
867.0,True
868.0,True
869.0,True
870.0,True
871.0,True
872.0,True
873.0,True
874.0,True
875.0,True
876.0,True
877.0,True
878.0,True
879.0,True
880.0,True
881.0,True
882.0,True
883.0,True
884.0,True
885.0,True
886.0,True
887.0,True
888.0,True
889.0,True
890.0,True
891.0,True
892.0,True
893.0,True
894.0,True
895.0,True
896.0,True
897.0,True
898.0,True
899.0,True
900.0,True
901.0,True
902.0,True
903.0,True
904.0,True
905.0,True
906.0,True
907.0,True
908.0,True
909.0,True
910.0,True
911.0,True
912.0,True
913.0,True
914.0,True
915.0,True
916.0,True
917.0,True
918.0,True
919.0,True
920.0,True
921.0,True
922.0,True
923.0,True
924.0,True
925.0,True
926.0,True
927.0,True
928.0,True
929.0,True
930.0,True
931.0,True
932.0,True
933.0,True
934.0,True
935.0,True
936.0,True
937.0,True
938.0,True
939.0,True
940.0,True
941.0,True
942.0,True
943.0,True
944.0,True
945.0,True
946.0,True
947.0,True
948.0,True
949.0,True
950.0,True
951.0,True
952.0,True
953.0,True
954.0,True
955.0,True
956.0,True
957.0,True
958.0,True
959.0,True
960.0,True
961.0,True
962.0,True
963.0,True
964.0,True
965.0,True
966.0,True
967.0,True
968.0,True
969.0,True
970.0,True
971.0,True
972.0,True
973.0,True
974.0,True
975.0,True
976.0,True
977.0,True
978.0,True
979.0,True
980.0,True
981.0,True
982.0,True
983.0,True
984.0,True
985.0,True
986.0,True
987.0,True
988.0,True
989.0,True
990.0,True
991.0,True
992.0,True
993.0,True
994.0,True
995.0,True
996.0,True
997.0,True
998.0,True
999.0,True
1000.0,True
1001.0,True
1002.0,True
1003.0,True
1004.0,True
1005.0,True
1006.0,True
1007.0,True
1008.0,True
1009.0,True
1010.0,True
1011.0,True
1012.0,True
1013.0,True
1014.0,True
1015.0,True
1016.0,True
1017.0,True
1018.0,True
1019.0,True
1020.0,True
1021.0,True
1022.0,True
1023.0,True
1024.0,True
1025.0,True
1026.0,True
1027.0,True
1028.0,True
1029.0,True
1030.0,True
1031.0,True
1032.0,True
1033.0,True
1034.0,True
1035.0,True
1036.0,True
1037.0,True
1038.0,True
1039.0,True
1040.0,True
1041.0,True
1042.0,True
1043.0,True
1044.0,True
1045.0,True
1046.0,True
1047.0,True
1048.0,True
1049.0,True
1050.0,True
1051.0,True
1052.0,True
1053.0,True
1054.0,True
1055.0,True
1056.0,True
1057.0,True
1058.0,True
1059.0,True
1060.0,True
1061.0,True
1062.0,True
1063.0,True
1064.0,True
1065.0,True
1066.0,True
1067.0,True
1068.0,True
1069.0,True
1070.0,True
1071.0,True
1072.0,True
1073.0,True
1074.0,True
1075.0,True
1076.0,True
1077.0,True
1078.0,True
1079.0,True
1080.0,True
1081.0,True
1082.0,True
1083.0,True
1084.0,True
1085.0,True
1086.0,True
1087.0,True
1088.0,True
1089.0,True
1090.0,True
1091.0,True
1092.0,True
1093.0,True
1094.0,True
1095.0,True
1096.0,True
1097.0,True
1098.0,True
1099.0,True
1100.0,True
1101.0,True
1102.0,True
1103.0,True
1104.0,True
1105.0,True
1106.0,True
1107.0,True
1108.0,True
1109.0,True
1110.0,True
1111.0,True
1112.0,True
1113.0,True
1114.0,True
1115.0,True
1116.0,True
1117.0,True
1118.0,True
1119.0,True
1120.0,True
1121.0,True
1122.0,True
1123.0,True
1124.0,True
1125.0,True
1126.0,True
1127.0,True
1128.0,True
1129.0,True
1130.0,True
1131.0,True
1132.0,True
1133.0,True
1134.0,True
1135.0,True
1136.0,True
1137.0,True
1138.0,True
1139.0,True
1140.0,True
1141.0,True
1142.0,True
1143.0,True
1144.0,True
1145.0,True
1146.0,True
1147.0,True
1148.0,True
1149.0,True
1150.0,True
1151.0,True
1152.0,True
1153.0,True
1154.0,True
1155.0,True
1156.0,True
1157.0,True
1158.0,True
1159.0,True
1160.0,True
1161.0,True
1162.0,True
1163.0,True
1164.0,True
1165.0,True
1166.0,True
1167.0,True
1168.0,True
1169.0,True
1170.0,True
1171.0,True
1172.0,True
1173.0,True
1174.0,True
1175.0,True
1176.0,True
1177.0,True
1178.0,True
1179.0,True
1180.0,True
1181.0,True
1182.0,True
1183.0,True
1184.0,True
1185.0,True
1186.0,True
1187.0,True
1188.0,True
1189.0,True
1190.0,True
1191.0,True
1192.0,True
1193.0,True
1194.0,True
1195.0,True
1196.0,True
1197.0,True
1198.0,True
1199.0,True
1200.0,True
1201.0,True
1202.0,True
1203.0,True
1204.0,True
1205.0,True
1206.0,True
1207.0,True
1208.0,True
1209.0,True
1210.0,True
1211.0,True
1212.0,True
1213.0,True
1214.0,True
1215.0,True
1216.0,True
1217.0,True
1218.0,True
1219.0,True
1220.0,True
1221.0,True
1222.0,True
1223.0,True
1224.0,True
1225.0,True
1226.0,True
1227.0,True
1228.0,True
1229.0,True
1230.0,True
1231.0,True
1232.0,True
1233.0,True
1234.0,True
1235.0,True
1236.0,True
1237.0,True
1238.0,True
1239.0,True
1240.0,True
1241.0,True
1242.0,True
1243.0,True
1244.0,True
1245.0,True
1246.0,True
1247.0,True
1248.0,True
1249.0,True
1250.0,True
1251.0,True
1252.0,True
1253.0,True
1254.0,True
1255.0,True
1256.0,True
1257.0,True
1258.0,True
1259.0,True
1260.0,True
1261.0,True
1262.0,True
1263.0,True
1264.0,True
1265.0,True
1266.0,True
1267.0,True
1268.0,True
1269.0,True
1270.0,True
1271.0,True
1272.0,True
1273.0,True
1274.0,True
1275.0,True
1276.0,True
1277.0,True
1278.0,True
1279.0,True
1280.0,True
1281.0,True
1282.0,True
1283.0,True
1284.0,True
1285.0,True
1286.0,True
1287.0,True
1288.0,True
1289.0,True
1290.0,True
1291.0,True
1292.0,True
1293.0,True
1294.0,True
1295.0,True
1296.0,True
1297.0,True
1298.0,True
1299.0,True
1300.0,True
1301.0,True
1302.0,True
1303.0,True
1304.0,True
1305.0,True
1306.0,True
1307.0,True
1308.0,True
1309.0,True
1310.0,True
1311.0,True
1312.0,True
1313.0,True
1314.0,True
1315.0,True
1316.0,True
1317.0,True
1318.0,True
1319.0,True
1320.0,True
1321.0,True
1322.0,True
1323.0,True
1324.0,True
1325.0,True
1326.0,True
1327.0,True
1328.0,True
1329.0,True
1330.0,True
1331.0,True
1332.0,True
1333.0,True
1334.0,True
1335.0,True
1336.0,True
1337.0,True
1338.0,True
1339.0,True
1340.0,True
1341.0,True
1342.0,True
1343.0,True
1344.0,True
1345.0,True
1346.0,True
1347.0,True
1348.0,True
1349.0,True
1350.0,True
1351.0,True
1352.0,True
1353.0,True
1354.0,True
1355.0,True
1356.0,True
1357.0,True
1358.0,True
1359.0,True
1360.0,True
1361.0,True
1362.0,True
1363.0,True
1364.0,True
1365.0,True
1366.0,True
1367.0,True
1368.0,True
1369.0,True
1370.0,True
1371.0,True
1372.0,True
1373.0,True
1374.0,True
1375.0,True
1376.0,True
1377.0,True
1378.0,True
1379.0,True
1380.0,True
1381.0,True
1382.0,True
1383.0,True
1384.0,True
1385.0,True
1386.0,True
1387.0,True
1388.0,True
1389.0,True
1390.0,True
1391.0,True
1392.0,True
1393.0,True
1394.0,True
1395.0,True
1396.0,True
1397.0,True
1398.0,True
1399.0,True
1400.0,True
1401.0,True
1402.0,True
1403.0,True
1404.0,True
1405.0,True
1406.0,True
1407.0,True
1408.0,True
1409.0,True
1410.0,True
1411.0,True
1412.0,True
1413.0,True
1414.0,True
1415.0,True
1416.0,True
1417.0,True
1418.0,True
1419.0,True
1420.0,True
1421.0,True
1422.0,True
1423.0,True
1424.0,True
1425.0,True
1426.0,True
1427.0,True
1428.0,True
1429.0,True
1430.0,True
1431.0,True
1432.0,True
1433.0,True
1434.0,True
1435.0,True
1436.0,True
1437.0,True
1438.0,True
1439.0,True
1440.0,True
1441.0,True
1442.0,True
1443.0,True
1444.0,True
1445.0,True
1446.0,True
1447.0,True
1448.0,True
1449.0,True
1450.0,True
1451.0,True
1452.0,True
1453.0,True
1454.0,True
1455.0,True
1456.0,True
1457.0,True
1458.0,True
1459.0,True
1460.0,True
1461.0,True
1462.0,True
1463.0,True
1464.0,True
1465.0,True
1466.0,True
1467.0,True
1468.0,True
1469.0,True
1470.0,True
1471.0,True
1472.0,True
1473.0,True
1474.0,True
1475.0,True
1476.0,True
1477.0,True
1478.0,True
1479.0,True
1480.0,True
1481.0,True
1482.0,True
1483.0,True
1484.0,True
1485.0,True
1486.0,True
1487.0,True
1488.0,True
1489.0,True
1490.0,True
1491.0,True
1492.0,True
1493.0,True
1494.0,True
1495.0,True
1496.0,True
1497.0,True
1498.0,True
1499.0,True
1500.0,True
1501.0,True
1502.0,True
1503.0,True
1504.0,True
1505.0,True
1506.0,True
1507.0,True
1508.0,True
1509.0,True
1510.0,True
1511.0,True
1512.0,True
1513.0,True
1514.0,True
1515.0,True
1516.0,True
1517.0,True
1518.0,True
1519.0,True
1520.0,True
1521.0,True
1522.0,True
1523.0,True
1524.0,True
1525.0,True
1526.0,True
1527.0,True
1528.0,True
1529.0,True
1530.0,True
1531.0,True
1532.0,True
1533.0,True
1534.0,True
1535.0,True
1536.0,True
1537.0,True
1538.0,True
1539.0,True
1540.0,True
1541.0,True
1542.0,True
1543.0,True
1544.0,True
1545.0,True
1546.0,True
1547.0,True
1548.0,True
1549.0,True
1550.0,True
1551.0,True
1552.0,True
1553.0,True
1554.0,True
1555.0,True
1556.0,True
1557.0,True
1558.0,True
1559.0,True
1560.0,True
1561.0,True
1562.0,True
1563.0,True
1564.0,True
1565.0,True
1566.0,True
1567.0,True
1568.0,True
1569.0,True
1570.0,True
1571.0,True
1572.0,True
1573.0,True
1574.0,True
1575.0,True
1576.0,True
1577.0,True
1578.0,True
1579.0,True
1580.0,True
1581.0,True
1582.0,True
1583.0,True
1584.0,True
1585.0,True
1586.0,True
1587.0,True
1588.0,True
1589.0,True
1590.0,True
1591.0,True
1592.0,True
1593.0,True
1594.0,True
1595.0,True
1596.0,True
1597.0,True
1598.0,True
1599.0,True
1600.0,True
1601.0,True
1602.0,True
1603.0,True
1604.0,True
1605.0,True
1606.0,True
1607.0,True
1608.0,True
1609.0,True
1610.0,True
1611.0,True
1612.0,True
1613.0,True
1614.0,True
1615.0,True
1616.0,True
1617.0,True
1618.0,True
1619.0,True
1620.0,True
1621.0,True
1622.0,True
1623.0,True
1624.0,True
1625.0,True
1626.0,True
1627.0,True
1628.0,True
1629.0,True
1630.0,True
1631.0,True
1632.0,True
1633.0,True
1634.0,True
1635.0,True
1636.0,True
1637.0,True
1638.0,True
1639.0,True
1640.0,True
1641.0,True
1642.0,True
1643.0,True
1644.0,True
1645.0,True
1646.0,True
1647.0,True
1648.0,True
1649.0,True
1650.0,True
1651.0,True
1652.0,True
1653.0,True
1654.0,True
1655.0,True
1656.0,True
1657.0,True
1658.0,True
1659.0,True
1660.0,True
1661.0,True
1662.0,True
1663.0,True
